Name;Dataset;z;d;Ang;N [cm^-2];b [km/s];zfit
G_386;RD0196;2.5;18;90;1.00E+17;32.86186514;2.501337025
G_387;RD0196;2.5;18;108;4.06E+17;42.6091717;2.500738982
G_388;RD0196;2.5;18;126;2.89E+17;18.30401901;2.50157529
G_389;RD0196;2.5;18;144;5.67E+17;25.09722695;2.499149974
G_390;RD0196;2.5;18;162;1.79E+18;18.19325095;2.498317084
G_391;RD0196;2.5;20;0;2.60E+13;299.9976562;2.498534295
G_392;RD0196;2.5;20;18;2.52E+17;1.000051907;2.498414659
G_393;RD0196;2.5;20;36;1.37E+17;39.30695205;2.501594635
G_394;RD0196;2.5;20;54;1.76E+17;48.6713921;2.499971855
G_395;RD0196;2.5;20;72;7.44E+17;71.10307311;2.501696027
G_396;RD0196;2.5;20;90;9.29E+16;31.10202257;2.501362371
G_397;RD0196;2.5;20;108;9.61E+17;70.63955011;2.499676211
G_398;RD0196;2.5;20;126;5.80E+16;18.56486676;2.501563584
G_399;RD0196;2.5;20;144;5.14E+18;1.002613935;2.49921125
G_400;RD0196;2.5;20;162;2.48E+17;9.734335961;2.500599614
G180_2.2;RD0180;2.2;0.4;0;4.34E+21;299.9974724;2.19176696
G_401;RD0180;2.2;17;0;2.12E+19;40.87069873;2.199982041
G_402;RD0180;2.2;17;18;9.48E+19;38.42829289;2.199670251
G_403;RD0180;2.2;17;36;5.29E+18;49.20875374;2.200253519
G_404;RD0180;2.2;17;54;8.46E+18;54.77129953;2.20043521
G_405;RD0180;2.2;17;72;5.98E+19;59.5703681;2.200297828
G_406;RD0180;2.2;17;90;1.54E+19;40.1182402;2.200020717
G_407;RD0180;2.2;17;108;1.94E+15;299.9998396;2.199523119
G_408;RD0180;2.2;17;126;2.09E+18;56.43834334;2.200315257
G_409;RD0180;2.2;17;144;4.79E+17;53.9196854;2.199324346
G_410;RD0180;2.2;17;162;6.37E+17;44.69947696;2.199247593
G_411;RD0180;2.2;34;0;2.42E+17;28.12072284;2.199939362
G_412;RD0180;2.2;34;18;2.51E+17;49.56422541;2.199974757
G_413;RD0180;2.2;34;36;4.94E+17;41.46380844;2.200054451
G_414;RD0180;2.2;34;54;1.90E+17;44.84893932;2.200055704
G_415;RD0180;2.2;34;72;1.46E+16;48.86857629;2.200001301
G_416;RD0180;2.2;34;90;2.57E+17;48.58907081;2.200108855
G_417;RD0180;2.2;34;108;8.03E+17;40.76278375;2.199642295
G_418;RD0180;2.2;34;126;3.17E+18;1.000448737;2.19978792
G_419;RD0180;2.2;34;144;1.05E+17;48.48805582;2.199626973
G_420;RD0180;2.2;34;162;8.43E+16;47.05808449;2.199475662
G_421;RD0180;2.2;51;0;8.99E+17;19.45583868;2.200239458
G_422;RD0180;2.2;51;18;8.62E+17;39.23252118;2.199566714
G_423;RD0180;2.2;51;36;2.68E+17;30.13755936;2.199832822
G_424;RD0180;2.2;51;54;3.14E+17;31.848808;2.199842597
G_425;RD0180;2.2;51;72;1.33E+18;18.10446655;2.200148388
G_426;RD0180;2.2;51;90;3.17E+18;1.002039093;2.19945959
G_427;RD0180;2.2;51;108;8.11E+18;75.90674113;2.198236366
G_428;RD0180;2.2;51;126;1.09E+17;44.71680069;2.199603711
G_429;RD0180;2.2;51;144;1.16E+17;43.94062114;2.19954214
G_430;RD0180;2.2;51;162;3.71E+16;46.17032883;2.199474891
G_431;RD0180;2.2;68;0;1.57E+16;25.17493264;2.199548437
G_432;RD0180;2.2;68;18;4.25E+17;39.41810111;2.199674687
G_433;RD0180;2.2;68;36;1.02E+17;33.22570817;2.200385992
G_434;RD0180;2.2;68;54;9.89E+17;94.42509753;2.198240848
G_435;RD0180;2.2;68;72;9.50E+17;1.000739755;2.19907285
G_436;RD0180;2.2;68;90;5.94E+17;8.751944478;2.199848174
G_437;RD0180;2.2;68;108;1.64E+18;2.774865765;2.199251253
G_438;RD0180;2.2;68;126;1.49E+17;27.83237739;2.199849784
G_439;RD0180;2.2;68;144;3.12E+17;20.49600596;2.199576449
G_440;RD0180;2.2;68;162;5.16E+17;13.92242843;2.199640502
G_441;RD0180;2.2;85;0;4.77E+17;9.268400729;2.199861732
G_442;RD0180;2.2;85;18;2.15E+17;31.35196846;2.199881598
G_443;RD0180;2.2;85;36;1.49E+16;13.88523083;2.199859474
G_444;RD0180;2.2;85;54;6.10E+17;12.16754855;2.19932926
G_445;RD0180;2.2;85;72;4.48E+17;7.681499039;2.200088874
G_446;RD0180;2.2;85;90;2.20E+13;79.56239735;2.200879422
G_447;RD0180;2.2;85;108;3.80E+17;18.63359707;2.199539792
G_448;RD0180;2.2;85;126;1.31E+17;20.30919602;2.199595155
G_449;RD0180;2.2;85;144;5.42E+17;17.95881663;2.199594093
G_450;RD0180;2.2;85;162;4.08E+17;11.38715424;2.199286154
G_451;RD0180;2.2;102;0;2.09E+17;12.72261444;2.199804156
G_452;RD0180;2.2;102;18;3.23E+17;20.12192165;2.200168093
G_453;RD0180;2.2;102;36;4.75E+17;18.9891908;2.200219852
G_454;RD0180;2.2;102;54;2.48E+17;17.64147227;2.20024831
G_455;RD0180;2.2;102;72;4.33E+17;1.00053098;2.19993345
G_456;RD0180;2.2;102;90;1.24E+13;112.8969367;2.199865843
G_457;RD0180;2.2;102;108;5.38E+17;14.95586934;2.199418201
G_458;RD0180;2.2;102;126;1.37E+17;20.8980915;2.199531998
G_459;RD0180;2.2;102;144;1.60E+17;19.38345946;2.199500486
G_460;RD0180;2.2;102;162;3.42E+17;16.44180533;2.198989678
G_461;RD0180;2.2;119;0;5.71E+17;18.21582588;2.1995703
G_462;RD0180;2.2;119;18;2.68E+14;50.55645101;2.199994953
G_463;RD0180;2.2;119;36;0;0;0
G_464;RD0180;2.2;119;54;6.00E+13;63.95377237;2.200385925
G_465;RD0180;2.2;119;72;4.73E+13;66.49650799;2.199925021
G_466;RD0180;2.2;119;90;1.46E+13;79.00767745;2.199931488
G_467;RD0180;2.2;119;108;7.82E+17;1.004438112;2.199528227
G_468;RD0180;2.2;119;126;5.21E+17;13.06749531;2.199374045
G_469;RD0180;2.2;119;144;5.90E+17;1.000447902;2.199274426
G_470;RD0180;2.2;119;162;1.16E+17;14.97623225;2.199371163
G_471;RD0180;2.2;136;0;3.36E+17;13.50283343;2.199730018
G_472;RD0180;2.2;136;18;1.03E+15;31.57831792;2.200181733
G_473;RD0180;2.2;136;36;4.86E+13;58.5200587;2.200364054
G_474;RD0180;2.2;136;54;4.85E+16;16.01413022;2.199043519
G_475;RD0180;2.2;136;72;3.16E+13;60.16215491;2.200033022
G_476;RD0180;2.2;136;90;1.46E+13;85.96776769;2.19975142
G_477;RD0180;2.2;136;108;1.16E+17;16.58464094;2.19941715
G_478;RD0180;2.2;136;126;1.49E+17;16.81133565;2.199442419
G_479;RD0180;2.2;136;144;6.53E+16;17.53032178;2.199429909
G_480;RD0180;2.2;136;162;8.89E+14;30.67864878;2.198914587
G_481;RD0180;2.2;153;0;1.16E+17;18.04334491;2.199621882
G_482;RD0180;2.2;153;18;1.00E+14;41.43386923;2.200134672
G_483;RD0180;2.2;153;36;9.26E+16;17.09211784;2.200287348
G_484;RD0180;2.2;153;54;4.54E+13;79.34216461;2.199920128
G_485;RD0180;2.2;153;72;2.88E+16;21.71361641;2.199563118
G_486;RD0180;2.2;153;90;1.76E+15;30.11621205;2.199559054
G_487;RD0180;2.2;153;108;3.09E+15;28.71974474;2.198977851
G_488;RD0180;2.2;153;126;1.38E+14;37.60016277;2.199276564
G_489;RD0180;2.2;153;144;2.63E+15;27.95992669;2.198938367
G_490;RD0180;2.2;153;162;7.43E+16;8.877240749;2.19917626
G_491;RD0180;2.2;170;0;0;0;0
G_492;RD0180;2.2;170;18;5.25E+13;36.0206254;2.200183187
G_493;RD0180;2.2;170;36;1.67E+17;2.435561086;2.200431309
G_494;RD0180;2.2;170;54;3.72E+13;56.52858944;2.200145253
G_495;RD0180;2.2;170;72;0;0;0
G_496;RD0180;2.2;170;90;2.89E+15;30.24422819;2.199566822
G_497;RD0180;2.2;170;108;0;0;0
G_498;RD0180;2.2;170;126;0;0;0
G_499;RD0180;2.2;170;144;0;0;0
G_500;RD0180;2.2;170;162;1.29E+17;8.404108481;2.198615587
G180_2.3;RD0180;2.3;0.4;0;8.78E+20;299.9975196;2.29318962
G_501;RD0180;2.3;17;0;2.23E+19;39.56245321;2.299990532
G_502;RD0180;2.3;17;18;9.84E+19;36.51582192;2.299669243
G_503;RD0180;2.3;17;36;5.53E+18;48.20813833;2.300278595
G_504;RD0180;2.3;17;54;8.85E+18;44.48077581;2.300604664
G_505;RD0180;2.3;17;72;6.22E+19;59.53619666;2.300317977
G_506;RD0180;2.3;17;90;1.48E+19;48.82930301;2.300243966
G_507;RD0180;2.3;17;108;4.77E+19;71.80362395;2.299393741
G_508;RD0180;2.3;17;126;6.42E+17;70.1783643;2.300724748
G_509;RD0180;2.3;17;144;5.12E+17;53.50628395;2.299303544
G_510;RD0180;2.3;17;162;6.68E+17;43.85440571;2.299250656
G_511;RD0180;2.3;34;0;2.49E+17;26.75830634;2.299980316
G_512;RD0180;2.3;34;18;2.72E+17;48.62447168;2.299994143
G_513;RD0180;2.3;34;36;5.10E+17;40.10692837;2.300088412
G_514;RD0180;2.3;34;54;2.31E+17;43.93890985;2.300054043
G_515;RD0180;2.3;34;72;3.43E+17;39.92243687;2.300111763
G_516;RD0180;2.3;34;90;2.95E+17;47.02074066;2.300133529
G_517;RD0180;2.3;34;108;7.38E+17;39.46717747;2.299721057
G_518;RD0180;2.3;34;126;1.27E+18;27.07116623;2.299874831
G_519;RD0180;2.3;34;144;2.26E+17;44.69733461;2.299622043
G_520;RD0180;2.3;34;162;9.35E+16;49.58027718;2.299378324
G_521;RD0180;2.3;51;0;1.43E+13;45.85799918;2.295393547
G_522;RD0180;2.3;51;18;4.30E+17;40.02743658;2.29957694
G_523;RD0180;2.3;51;36;6.85E+16;28.31103039;2.299735162
G_524;RD0180;2.3;51;54;2.95E+17;31.19691269;2.299842541
G_525;RD0180;2.3;51;72;1.36E+18;17.15461335;2.300165909
G_526;RD0180;2.3;51;90;3.24E+18;1.003269462;2.299429685
G_527;RD0180;2.3;51;108;7.74E+18;73.69587656;2.298263516
G_528;RD0180;2.3;51;126;1.11E+17;43.82352368;2.299615082
G_529;RD0180;2.3;51;144;1.21E+17;42.78070054;2.299559199
G_530;RD0180;2.3;51;162;1.71E+18;27.77984345;2.299265026
G_531;RD0180;2.3;68;0;4.00E+16;14.7565763;2.299789042
G_532;RD0180;2.3;68;18;4.04E+17;31.8962885;2.299883604
G_533;RD0180;2.3;68;36;1.40E+17;40.3821114;2.300128719
G_534;RD0180;2.3;68;54;1.96E+17;41.27064479;2.300141198
G_535;RD0180;2.3;68;72;7.06E+17;1.000174057;2.299107975
G_536;RD0180;2.3;68;90;4.04E+17;17.48293341;2.299627097
G_537;RD0180;2.3;68;108;3.91E+17;31.13844696;2.299323899
G_538;RD0180;2.3;68;126;3.06E+17;21.16884657;2.299616045
G_539;RD0180;2.3;68;144;3.17E+17;19.90768861;2.299599045
G_540;RD0180;2.3;68;162;5.68E+17;1.186560498;2.29961815
G_541;RD0180;2.3;85;0;4.47E+17;15.48377503;2.299695172
G_542;RD0180;2.3;85;18;2.37E+17;30.45415724;2.29990057
G_543;RD0180;2.3;85;36;1.29E+16;13.48362593;2.299889768
G_544;RD0180;2.3;85;54;4.12E+16;11.8104;2.299221773
G_545;RD0180;2.3;85;72;4.28E+17;9.289534802;2.30011333
G_546;RD0180;2.3;85;90;2.22E+13;79.80009153;2.300909079
G_547;RD0180;2.3;85;108;3.78E+17;18.19863124;2.299555611
G_548;RD0180;2.3;85;126;2.70E+14;44.23091752;2.299719903
G_549;RD0180;2.3;85;144;6.06E+17;17.33333795;2.299607191
G_550;RD0180;2.3;85;162;4.87E+17;9.16890708;2.299257204
G_551;RD0180;2.3;102;0;3.89E+17;9.359478603;2.299901266
G_552;RD0180;2.3;102;18;3.32E+17;19.51430927;2.300192269
G_553;RD0180;2.3;102;36;5.25E+17;18.12224768;2.300250215
G_554;RD0180;2.3;102;54;1.26E+16;3.504890528;2.300352689
G_555;RD0180;2.3;102;72;2.89E+17;15.96884032;2.300160336
G_556;RD0180;2.3;102;90;1.26E+13;113.2889267;2.299858559
G_557;RD0180;2.3;102;108;4.84E+17;1.000120544;2.299244798
G_558;RD0180;2.3;102;126;2.27E+14;68.35466588;2.299293054
G_559;RD0180;2.3;102;144;2.41E+17;11.33130861;2.299309161
G_560;RD0180;2.3;102;162;3.51E+17;17.09229624;2.298972528
G_561;RD0180;2.3;119;0;5.54E+17;17.68673034;2.299593067
G_562;RD0180;2.3;119;18;1.32E+18;14.84911258;2.299704527
G_563;RD0180;2.3;119;36;1.35E+16;15.82091301;2.299079496
G_564;RD0180;2.3;119;54;6.02E+13;63.48189264;2.300405048
G_565;RD0180;2.3;119;72;4.74E+13;73.61039753;2.299887941
G_566;RD0180;2.3;119;90;1.41E+13;75.89949022;2.29994281
G_567;RD0180;2.3;119;108;7.43E+17;1.001505857;2.299522741
G_568;RD0180;2.3;119;126;4.30E+17;12.46611673;2.299382362
G_569;RD0180;2.3;119;144;3.92E+17;11.79976909;2.299348879
G_570;RD0180;2.3;119;162;4.97E+15;25.80837842;2.298945181
G_571;RD0180;2.3;136;0;3.57E+17;11.5682028;2.299791366
G_572;RD0180;2.3;136;18;1.89E+14;47.17635765;2.300156796
G_573;RD0180;2.3;136;36;4.83E+13;55.77423008;2.30039703
G_574;RD0180;2.3;136;54;1.35E+16;18.87766005;2.299017205
G_575;RD0180;2.3;136;72;3.03E+13;66.47075002;2.300029517
G_576;RD0180;2.3;136;90;1.52E+13;91.37274534;2.299754783
G_577;RD0180;2.3;136;108;8.79E+16;14.92262852;2.299396587
G_578;RD0180;2.3;136;126;1.56E+17;14.47022603;2.299411233
G_579;RD0180;2.3;136;144;4.71E+16;17.1010141;2.29944375
G_580;RD0180;2.3;136;162;8.32E+13;52.27425557;2.298951956
G_581;RD0180;2.3;153;0;1.14E+17;17.54346829;2.299644729
G_582;RD0180;2.3;153;18;1.01E+14;40.89541688;2.30014836
G_583;RD0180;2.3;153;36;9.20E+16;16.55549039;2.30031446
G_584;RD0180;2.3;153;54;4.52E+13;79.53979796;2.299928148
G_585;RD0180;2.3;153;72;0;0;0
G_586;RD0180;2.3;153;90;1.35E+15;30.0311113;2.299582242
G_587;RD0180;2.3;153;108;3.55E+15;27.30116991;2.29898772
G_588;RD0180;2.3;153;126;1.78E+17;9.575333113;2.299252158
G_589;RD0180;2.3;153;144;2.42E+15;27.26016087;2.298952767
G_590;RD0180;2.3;153;162;5.36E+16;18.92552496;2.298913431
G_591;RD0180;2.3;170;0;4.68E+16;17.95877011;2.299665969
G_592;RD0180;2.3;170;18;5.32E+13;35.41423411;2.300198891
G_593;RD0180;2.3;170;36;1.62E+17;1.002620543;2.300453676
G_594;RD0180;2.3;170;54;3.67E+13;54.38126862;2.300175345
G_595;RD0180;2.3;170;72;4.10E+16;15.87628351;2.299093362
G_596;RD0180;2.3;170;90;0;0;0
G_597;RD0180;2.3;170;108;7.86E+14;31.10331611;2.298950997
G_598;RD0180;2.3;170;126;7.62E+14;31.66843791;2.298957989
G_599;RD0180;2.3;170;144;1.10E+14;42.9100285;2.298875076
G_600;RD0180;2.3;170;162;1.06E+17;9.18561701;2.298615329
G180_2.4;RD0180;2.4;0.4;0;2.33E+21;299.9982672;2.39176247
G_601;RD0180;2.4;17;0;2.35E+19;38.28448254;2.399997905
G_602;RD0180;2.4;17;18;1.02E+20;36.61608784;2.399668115
G_603;RD0180;2.4;17;36;5.77E+18;47.47858642;2.400310242
G_604;RD0180;2.4;17;54;9.05E+18;55.46644764;2.400599692
G_605;RD0180;2.4;17;72;6.45E+19;59.5095755;2.400338686
G_606;RD0180;2.4;17;90;1.71E+19;37.82994295;2.400043846
G_607;RD0180;2.4;17;108;5.10E+19;54.39816181;2.399364581
G_608;RD0180;2.4;17;126;1.53E+18;52.47952785;2.400201676
G_609;RD0180;2.4;17;144;5.22E+17;53.47857777;2.399280233
G_610;RD0180;2.4;17;162;7.07E+17;43.7965176;2.399227113
